"","lga","lat","lon","state_id","lga_name","c_lga","size","c_lat","c_lon","dist"
"554","72200",-14.65011594,132.17413968,"7","Katherine (T)",NA,NA,NA,NA,NA
"555","72300",-12.50228484,131.127852765,"7","Litchfield (M)",NA,NA,NA,NA,NA
"556","72330",-24.42671422,133.4998108,"7","MacDonnell (S)",NA,NA,NA,NA,NA
"557","72800",-12.49620384,130.977968205,"7","Palmerston (C)",NA,NA,NA,NA,NA
"558","73600",-15.305634715,134.973553985,"7","Roper Gulf (S)",NA,NA,NA,NA,NA
"559","74050",-11.553242505,130.78178859,"7","Tiwi Islands (S)",NA,NA,NA,NA,NA
"560","74500",-15.929201895,130.761661455,"7","Victoria-Daly (S)",NA,NA,NA,NA,NA
"561","74560",-12.442369055,130.74982042,"7","Wagait (S)",NA,NA,NA,NA,NA
"562","74660",-12.387225295,133.379350815,"7","West Arnhem (S)",NA,NA,NA,NA,NA
"563","79399",-18.63310453,133.406496275,"7","Unincorporated NT",NA,NA,NA,NA,NA
"564","89399",-35.52263975,149.08098101,"8","Unincorporated ACT",NA,NA,NA,NA,NA
"565","99399",-22.806614,123.794883715,"9","Unincorp. Other Territories",NA,NA,NA,NA,NA
